book_id,avg_rating,rating_count,review_count,title,series,author,description,length,five_stars,four_stars,three_stars,two_stars,one_star,cover_image
225297,4.06,6612,333,The Nick Adams Stories,,Ernest Hemingway,"The Nick Adams Stories show a memorable character growing from child to adolescent to soldier, veteran, writer & parent--a sequence closely paralleling events of Hemingway's life.The 1st section, called Northern Woods, includes ""Three Shots"", ""Indian Camp"", ""The Doctor & the Doctor's Wife"", ""Ten Indians"" & ""The Indians Moved Away"". The 2nd section, On His Own,
The Nick Adams Stories show a memorable character growing from child to adolescent to soldier, veteran, writer & parent--a sequence closely paralleling events of Hemingway's life.The 1st section, called Northern Woods, includes ""Three Shots"", ""Indian Camp"", ""The Doctor & the Doctor's Wife"", ""Ten Indians"" & ""The Indians Moved Away"". The 2nd section, On His Own, includes ""The Light of the World"", ""The Battler"", ""The Killers"", ""The Last Good Country"" & ""Crossing the Mississippi"".The 3rd section, War, has ""Night Before Landing"", ""Nick Sat Against the Wall"", ""Now I Lay Me"", ""A Way You'll Never Be"" & ""In Another Country"". The 4th section, Soldier Home, has ""Big Two-Hearted River"", ""The End of Something"", ""The Three-Day Blow"" & ""Summer People"". The 5th section, Company of Two, has ""Wedding Day"", ""On Writing"", ""An Alpine Idyll"", ""Cross-Country Snow"" & ""Fathers & Sons"".
...more",268 pages,2541,2382,1302,297,90,https://images.gr-assets.com/books/1172860568l/225297.jpg
41733839,3.91,3227928,58474,The Great Gatsby,,F. Scott Fitzgerald,"An alternate cover of this ISBN can be found here.James L.W. West III to include the author’s final revisions and features a note on the composition and text, a personal foreword by Fitzgerald’s granddaughter, Eleanor Lanahan—and a new introduction by two-time National Book Award winner Jesmyn Ward.The Great Gatsby, F. Scott Fitzgerald’s third book, stands as the supreme a
An alternate cover of this ISBN can be found here.James L.W. West III to include the author’s final revisions and features a note on the composition and text, a personal foreword by Fitzgerald’s granddaughter, Eleanor Lanahan—and a new introduction by two-time National Book Award winner Jesmyn Ward.The Great Gatsby, F. Scott Fitzgerald’s third book, stands as the supreme achievement of his career. First published in 1925, this quintessential novel of the Jazz Age has been acclaimed by generations of readers. The story of the mysteriously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when The New York Times noted “gin was the national drink and sex the national obsession,” it is an exquisitely crafted tale of America in the 1920s.
...more",180 pages,1128476,1086485,693210,222299,97458,https://images.gr-assets.com/books/1536342041l/41733839.jpg
50798,3.81,54898,2680,Jude the Obscure,,Thomas Hardy,"Jude Fawley's hopes of a university education are lost when he is trapped into marrying the earthy Arabella, who later abandons him. Moving to the town of Christminster where he finds work as a stonemason, Jude meets and falls in love with his cousin Sue Bridehead, a sensitive, freethinking 'New Woman'.",310 pages,17487,18645,12096,4360,2310,https://images.gr-assets.com/books/1389403264l/50798.jpg
147326,3.74,5235,534,The Good German,,Joseph Kanon,"With World War II finally ending, Jake Geismar, former Berlin correspondent for CBS, has wangled one of the coveted press slots for the Potsdam Conference. His assignment: a series of articles on the Allied occupation. His personal agenda: to find Lena, the German mistress he left behind at the outbreak of the war.  When Jake stumbles on a murder -- an American soldier was
With World War II finally ending, Jake Geismar, former Berlin correspondent for CBS, has wangled one of the coveted press slots for the Potsdam Conference. His assignment: a series of articles on the Allied occupation. His personal agenda: to find Lena, the German mistress he left behind at the outbreak of the war.  When Jake stumbles on a murder -- an American soldier washes up on the conference grounds -- he thinks he has found the key that will unlock his Berlin story. What Jake finds instead is a larger story of corruption and intrigue reaching deep into the heart of the occupation. Berlin in July 1945 is like nowhere else -- a tragedy, and a feverish party after the end of the world.  As Jake searches the ruins for Lena, he discovers that years of war have led to unimaginable displacement and degradation. As he hunts for the soldier's killer, he learns that Berlin has become a city of secrets, a lunar landscape that seethes with social and political tension. When the two searches become entangled, Jake comes to understand that the American Military Government is already fighting a new enemy in the east, busily identifying the ""good Germans"" who can help win the next war. And hanging over everything is the larger crime, a crime so huge that it seems -- the worst irony -- beyond punishment.  At once a murder mystery, a moving love story, and a riveting portrait of a unique time and place, The Good German is a historical thriller of the first rank.
...more",482 pages,1143,2164,1467,357,104,https://images.gr-assets.com/books/1400988356l/147326.jpg
685,3.63,9200,717,The Natural,,Bernard Malamud,"The classical novel (and basis for the acclaimed film) now in a new editionIntroduction by Kevin BakerThe Natural, Bernard Malamud's first novel, published in 1952, is also the first—and some would say still the best—novel ever written about baseball. In it Malamud, usually appreciated for his unerring portrayals of postwar Jewish life, took on very different material—the
The classical novel (and basis for the acclaimed film) now in a new editionIntroduction by Kevin BakerThe Natural, Bernard Malamud's first novel, published in 1952, is also the first—and some would say still the best—novel ever written about baseball. In it Malamud, usually appreciated for his unerring portrayals of postwar Jewish life, took on very different material—the story of a superbly gifted ""natural"" at play in the fields of the old daylight baseball era—and invested it with the hardscrabble poetry, at once grand and altogether believable, that runs through all his best work. Four decades later, Alfred Kazin's comment still holds true: ""Malamud has done something which—now that he has done it!—looks as if we have been waiting for it all our lives. He has really raised the whole passion and craziness and fanaticism of baseball as a popular spectacle to its ordained place in mythology.""
...more",231 pages,1964,3386,2642,885,323,https://images.gr-assets.com/books/1417605559l/685.jpg
2054,4.22,28260,1778,The Long Goodbye,(Philip Marlowe #6),Raymond Chandler,"Down-and-out drunk Terry Lennox has a problem: his millionaire wife is dead and he needs to get out of LA fast. So he turns to the only friend he can trust: private investigator Philip Marlowe. Marlowe is willing to help a man down on his luck, but later Lennox commits suicide in Mexico and things start to turn nasty. Marlowe is drawn into a sordid crowd of adulterers and
Down-and-out drunk Terry Lennox has a problem: his millionaire wife is dead and he needs to get out of LA fast. So he turns to the only friend he can trust: private investigator Philip Marlowe. Marlowe is willing to help a man down on his luck, but later Lennox commits suicide in Mexico and things start to turn nasty. Marlowe is drawn into a sordid crowd of adulterers and alcoholics in LA's Idle Valley, where the rich are suffering one big suntanned hangover. Marlowe is sure Lennox didn't kill his wife, but how many stiffs will turn up before he gets to the truth?
...more",379 pages,12142,11077,4264,626,151,https://images.gr-assets.com/books/1388225584l/2054.jpg
11306870,3.72,222,38,The Trouble with Harry,,Jack Trevor Story,"""As engaging a tale as I have encountered in months of looking for something really amusing to read.”—Kelsey Guilfoil, Chicago Tribune“A pleasantly muted mystery that is genuinely funny fantasy as well.”—New York TimesOn the outskirts of a small English town, young Arnie discovers the body of a middle-aged man in the woods. Three people are convinced they are responsible f
""As engaging a tale as I have encountered in months of looking for something really amusing to read.”—Kelsey Guilfoil, Chicago Tribune“A pleasantly muted mystery that is genuinely funny fantasy as well.”—New York TimesOn the outskirts of a small English town, young Arnie discovers the body of a middle-aged man in the woods. Three people are convinced they are responsible for the death: the captain thinks he accidentally shot the man while hunting rabbits; the local spinster thinks she may have done more damage than she intended when she hit him with her shoe—and Abie’s mother, most damningly of all, reveals that the man is her long-lost husband, Harry, and that she had smashed a bottle over his head when he suddenly reappeared.The police are called in to investigate the crime, but free-thinking artist Sam Marlowe becomes a good-natured sleuth, helping the townspeople to bury, dig up, and rebury the corpse in an effort to evade the authorities and discover the truth. While no one is particularly troubled by Harry’s death, everyone feels some guilt over the apparent murder. In the end, two couples fall in love, Arnie has a new father, and the mystery is happily solved.First published in 1949, The Trouble with Harry was one of Jack Trevor Story’s early successes. Written with wit and insight, the novel was a bestseller and praised for both its succinct style and its original blend of mystery and humor. The story was adapted by Alfred Hitchcock for his film of the same name in 1955.
...more",128 pages,55,77,66,20,4,https://images.gr-assets.com/books/1328640349l/11306870.jpg
1931674,3.47,15,1,"Evil Come, Evil Go",,Whit Masterson,"The newspapers called it the Crime of the Century. The extravagance was understandable. The crime would have made headlines had it happened to an ordinary citizen, but this blow had been struck at Andy Paxton. His Golden voice had made him an American institution. Lissa, his actress wife, was almost as successful. It was unbelievable that murder and an evil even worse than
The newspapers called it the Crime of the Century. The extravagance was understandable. The crime would have made headlines had it happened to an ordinary citizen, but this blow had been struck at Andy Paxton. His Golden voice had made him an American institution. Lissa, his actress wife, was almost as successful. It was unbelievable that murder and an evil even worse than murder could have touched them.Suspecting that Andy's enemy might be someone who knew him well, the police dug into the past lives of the members of his entourage. Even the most trustworthy employees had unsavory secrets. Afraid to enlist an ally who might be an adversary, Andy sets out alone to find an opponent. There was no one he trusted, not even the police. And, ironically, he learned that the police did not trust him.Here is a taut, compelling mystery, set against the fascinating background of show business. 
...more",185 pages,2,5,6,2,0,https://images.gr-assets.com/books/1190506037l/1931674.jpg
8764830,3.64,22,1,Le Voleur,,Georges Darien,"Extrait: ...elle n'a pas eu a se plaindre; ah! mon Dieu, non. Elle a une chance infernale. - Mais tu as certainement entendu parler de moi? Tu lis les journaux, je pense? Il ne se passe point de jour que tu ne puisses voir dans leurs Echos le nom de Marguerite de Vaucouleurs. Eh! bien, mon cher, Marguerite de Vaucouleurs, c'est moi. C'est elle!... Et nunc erudimini, puella
Extrait: ...elle n'a pas eu a se plaindre; ah! mon Dieu, non. Elle a une chance infernale. - Mais tu as certainement entendu parler de moi? Tu lis les journaux, je pense? Il ne se passe point de jour que tu ne puisses voir dans leurs Echos le nom de Marguerite de Vaucouleurs. Eh! bien, mon cher, Marguerite de Vaucouleurs, c'est moi. C'est elle!... Et nunc erudimini, puella... - Pour le moment, continue-t-elle, je suis entretenue principalement par Courbassol, le depute de Malenvers. Tu connais? C'est lui qui m'a paye ce matin cette paire de solitaires. Jolis, hein? Tu sais, Courbassol sera ministre lundi ou mardi. On va fiche le ministere par terre apres-demain; il y a assez longtemps qu'il nous rase... Demain, Courbassol va a Malenvers, avec sa bande, pour prononcer un grand discours; il m'en a declame des morceaux; c'est epatant. Apres ca, tu comprends, il sera sur de son portefeuille. Je vais a Malenvers avec lui, naturellement... Tu ne sais pas? Tu devrais y venir aussi. Oui, c'est ca, viens; ils doivent repartir par le train de onze heures du soir; je m'arrangerai pour avoir une migraine atroce qui me forcera a rester a Malenvers, et tu y demeureras, toi aussi. J'irai envahir ta chambre... Ah! au fait, c'est a l'hotel du Sabot d'Or que nous allons tous; c'est le patron qui est l'agent electoral de Courbassol. Alors, c'est convenu? Tu prendras le train demain matin a huit heures? Bon. Excuse-moi de te quitter, mais ici je suis sous les armes; je ne peux pas abandonner mon poste... Margot remonte dans sa voiture qui part au grand trot prendre son rang dans la file des equipages qui descendent l'allee des Acacias; et elle se retourne pour m'envoyer un dernier salut, tres gentil, qui fait scintiller ses brillants. Ah! Marguerite de Vaucouleurs!... Tu prends ta revanche; et Mme Montareuil aurait sans doute mieux fait, dans l'interet de son ignoble classe, de ne point te refuser un certificat. Tes pareilles, a qui on ne reproche...
...more",132 pages,3,10,7,2,0,https://images.gr-assets.com/books/1381742974l/8764830.jpg
121330,3.78,326,28,Wanderer of the Wasteland,,Zane Grey,"1923. From the master of the western comes a novel full of romance and adventure. The story begins: Adam Larey gazed with hard and wondering eyes down the silent current of the red river upon which he meant to drift away into the desert. The Rio Colorado was no river to trust. It chafed at its banks as if to engulf them; muddy and thick it swirled and glided along in flood
1923. From the master of the western comes a novel full of romance and adventure. The story begins: Adam Larey gazed with hard and wondering eyes down the silent current of the red river upon which he meant to drift away into the desert. The Rio Colorado was no river to trust. It chafed at its banks as if to engulf them; muddy and thick it swirled and glided along in flood, sweeping in curves back and forth from Arizona to California shore. Majestic and gleaming under the hot sky, it swung southward between wide green borders of willow and cottonwood toward a stark and naked upflung wilderness of mountain peaks, the red ramparts of the unknown and trackless desert. See other titles by this author available from Kessinger Publishing.
...more",436 pages,94,111,88,22,11,https://images.gr-assets.com/books/1329015341l/121330.jpg
511614,4.12,31583,790,The 101 Dalmatians,(The Hundred and One Dalmatians #1),Dodie Smith,"Pongo and Missis had a lovely life. With their human owners, the Dearlys, to look after them, they lived in a comfortable home in London with their 15 adorable Dalmatian puppies, loved and admired by all. Especially the Dearlys' neighbor Cruella de Vil, a fur-fancying fashion plate with designs on the Dalmatians' spotted coats! So, when the puppies are stolen from the Dear
Pongo and Missis had a lovely life. With their human owners, the Dearlys, to look after them, they lived in a comfortable home in London with their 15 adorable Dalmatian puppies, loved and admired by all. Especially the Dearlys' neighbor Cruella de Vil, a fur-fancying fashion plate with designs on the Dalmatians' spotted coats! So, when the puppies are stolen from the Dearly home, and even Scotland Yard is unable to find them, Pongo and Missis know they must take matters into their own paws! The delightful children's classic adapted twice for popular Disney productions. Ages 8-11
...more",184 pages,14061,9321,6470,1378,353,https://images.gr-assets.com/books/1387310637l/511614.jpg
80977,4.33,3467,519,In This House of Brede,,Rumer Godden,"This extraordinarily sensitive and insightful portrait of religious life centers on Philippa Talbot, a highly successful professional woman who leaves her life among the London elite to join a cloistered Benedictine community.",672 pages,1797,1152,415,80,23,https://images.gr-assets.com/books/1388322598l/80977.jpg
429024,3.77,15620,969,The Old Curiosity Shop,,Charles Dickens,"The archetypal Victorian melodrama, as heartfelt and moving today as when it was first published, Charles Dickens's The Old Curiosity Shop is edited with notes and an introduction by Norman Page in Penguin Classics.Little Nell Trent lives in the quiet gloom of the old curiosity shop with her ailing grandfather, for whom she cares with selfless devotion. But when they are u
The archetypal Victorian melodrama, as heartfelt and moving today as when it was first published, Charles Dickens's The Old Curiosity Shop is edited with notes and an introduction by Norman Page in Penguin Classics.Little Nell Trent lives in the quiet gloom of the old curiosity shop with her ailing grandfather, for whom she cares with selfless devotion. But when they are unable to pay their debts to the stunted, lecherous and demonic money-lender Daniel Quilp, the shop is seized and they are forced to flee, thrown into a shadowy world in which there seems to be no safe haven. Dickens's portrayal of the innocent, tragic Nell made The Old Curiosity Shop an instant bestseller that captured the hearts of the nation, even as it was criticised for its sentimentality by figures such as Oscar Wilde. Yet alongside the story's pathos are some of Dickens's greatest comic and grotesque creations: the ne'er-do-well Dick Swiveller, the mannish lawyer Sally Brass, the half-starved 'Marchioness' and the lustful, loathsome Quilp himself.This edition, based on the original text of 1841, contains an introduction by Norman Page discussing the various contrasting themes of the novel and its roots in Dickens's own personal tragedy, with prefaces to the 1841 and 1848 editions, a chronology, notes and original illustrations produced for the serial version.Charles Dickens is one of the best-loved novelists in the English language, whose 200th anniversary was celebrated in 2012. His most famous books, including Oliver Twist, Great Expectations, A Tale of Two Cities, David Copperfield and The Pickwick Papers, have been adapted for stage and screen and read by millions.If you enjoyed The Old Curiosity Shop, you might like Dickens's Hard Times, also available in Penguin Classics.
...more",576 pages,4098,5636,4400,1135,351,https://images.gr-assets.com/books/1332523435l/429024.jpg
6433602,4.2,5,1,The Net,,Rex Beach,"1912. Rex Beach was well on his way to becoming a lawyer when he was hit by Gold Rush Fever and left for the Klondike to strike it rich. He never found gold, but his travels had sparked his imagination and he began to write. His tales of adventures quickly made him into a popular author. The Net begins: The train from Palermo was late. Already long, shadowy fingers were re
1912. Rex Beach was well on his way to becoming a lawyer when he was hit by Gold Rush Fever and left for the Klondike to strike it rich. He never found gold, but his travels had sparked his imagination and he began to write. His tales of adventures quickly made him into a popular author. The Net begins: The train from Palermo was late. Already long, shadowy fingers were reaching down the valleys across which the railroad track meandered. Far to the left, out of an opalescent sea, rose the fairy-like Lipari Islands, and in the farthest distance Stromboli lifted its smoking cone above the horizon. On the landward side of the train, as it reeled and squealed along its tortuous course, were gray and gold Sicilian villages perched high against the hills or drowsing among fields of artichoke and sumac and prickly pear. See other titles by this author available from Kessinger Publishing.
...more",352 pages,3,1,0,1,0,https://images.gr-assets.com/books/1348099415l/6433602.jpg
7257861,4.35,440,50,The Judgment,,Chart Korbjitti,"This is the story of a young man who took as his wife a widow who was slightly deranged...Fak is the humble janitor of a provincial temple school. A former novice with the prospect of an outstanding career as a monk, he defrocks to help his ageing, struggling father. While Fak is in the army, his father takes a wife. When the old man dies, Fak shares his hut with the widow
This is the story of a young man who took as his wife a widow who was slightly deranged...Fak is the humble janitor of a provincial temple school. A former novice with the prospect of an outstanding career as a monk, he defrocks to help his ageing, struggling father. While Fak is in the army, his father takes a wife. When the old man dies, Fak shares his hut with the widow. As he repels her advances and protects her from a hostile community, he falls prey to prejudice and misunderstandings from his neighbours, and there is nothing he can do to overturn the people's judgment. He finds solace in alcohol, which 'liberates' him by providing oblivion...
...more",318 pages,245,131,44,13,7,https://images.gr-assets.com/books/1259919039l/7257861.jpg
4504070,3.69,707,77,Red Alert,,Peter  George,A novel of the first two hours of World War III.,196 pages,150,275,212,53,17,https://images.gr-assets.com/books/1348220555l/4504070.jpg
967511,4.13,11324,585,Rascal,,Sterling North,"Nothing's surprising in the North household, not even Sterling's new pet raccoon. Rascal is only a baby when Sterling brings him home, but soon the two are best friends, doing everything together--until the spring day when everything suddenly changes.Rascal is a heartwarming boyhood memoir that continues to find its way into the hearts of readers fifty years later. This sp
Nothing's surprising in the North household, not even Sterling's new pet raccoon. Rascal is only a baby when Sterling brings him home, but soon the two are best friends, doing everything together--until the spring day when everything suddenly changes.Rascal is a heartwarming boyhood memoir that continues to find its way into the hearts of readers fifty years later. This special anniversary edition includes the book's classic illustrations restored to their original splendor, as well as a letter from the author's daughter, and material from the illustrator's personal collection.""Everyone should knock off work, sit beneath the nearest tree, and enjoy Rascal from cover to cover.""—Chicago Tribune
...more",208 pages,4782,3862,2137,411,132,https://images.gr-assets.com/books/1309211625l/967511.jpg
3087,3.9,132108,4697,A Room with a View,,E.M. Forster,"""But you do,"" he went on, not waiting for contradiction. ""You love the boy body and soul, plainly, directly, as he loves you, and no other word expresses it ...""Lucy has her rigid, middle-class life mapped out for her, until she visits Florence with her uptight cousin Charlotte, and finds her neatly ordered existence thrown off balance. Her eyes are opened by the unconvent
""But you do,"" he went on, not waiting for contradiction. ""You love the boy body and soul, plainly, directly, as he loves you, and no other word expresses it ...""Lucy has her rigid, middle-class life mapped out for her, until she visits Florence with her uptight cousin Charlotte, and finds her neatly ordered existence thrown off balance. Her eyes are opened by the unconventional characters she meets at the Pension Bertolini: flamboyant romantic novelist Eleanor Lavish, the Cockney Signora, curious Mr Emerson and, most of all, his passionate son George.Lucy finds herself torn between the intensity of life in Italy and the repressed morals of Edwardian England, personified in her terminally dull fiancé Cecil Vyse. Will she ever learn to follow her own heart?
...more",119 pages,41196,49287,31401,7893,2331,https://images.gr-assets.com/books/1388781285l/3087.jpg
28187,4.24,1670098,52161,The Lightning Thief,(Percy Jackson and the Olympians #1),Rick Riordan,"Alternate cover for this ISBN can be found herePercy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse - Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth ab
Alternate cover for this ISBN can be found herePercy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse - Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth about where he came from, and that he go to the one place he'll be safe. She sends Percy to Camp Half Blood, a summer camp for demigods (on Long Island), where he learns that the father he never knew is Poseidon, God of the Sea. Soon a mystery unfolds and together with his friends—one a satyr and the other the demigod daughter of Athena - Percy sets out on a quest across the United States to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.
...more",377 pages,829619,511142,251834,55525,21978,https://images.gr-assets.com/books/1400602609l/28187.jpg
1897285,3.96,23,1,You're Best Alone,,Peter  Curtis,"Originally published under the nom de plume Peter Curtis (London: Macdonald, 1943).",160 pages,5,12,6,0,0,https://images.gr-assets.com/books/1403622441l/1897285.jpg
6296163,3.36,107,17,Pleasure Island,,Lorie O'Clare,"Travel to an island paradise where sensual delights by day lead to hedonistic pleasures by night. . .Perfect VacationParadise Island seems like the ideal getaway for Natalie Green. She can't wait to fulfill her secret sexual fantasies, and once she's read the contract, she's ready to sign on the dotted line for two weeks of pure carnal ecstasy. Now all she has to do is cho
Travel to an island paradise where sensual delights by day lead to hedonistic pleasures by night. . .Perfect VacationParadise Island seems like the ideal getaway for Natalie Green. She can't wait to fulfill her secret sexual fantasies, and once she's read the contract, she's ready to sign on the dotted line for two weeks of pure carnal ecstasy. Now all she has to do is choose the. . .Perfect MenWith their hard bodies and skilled fingers, Nicolas and Tomas take turns pleasuring Natalie in ways she's never felt before. And when the three of them embark on a wild ride of passion together, it's the most erotic experience she's ever felt. But that's when she discovers the. . .Perfect DeceptionMind-blowing sex is incredible, yet Natalie senses something is not quite right with the men in her life. And when she explores the island, she discovers the truth--and the incredible secret about Paradise Island. . .
...more",290 pages,20,28,37,15,7,https://images.gr-assets.com/books/1348200966l/6296163.jpg
3214291,3.7,2246,73,The Satan Bug,,Alistair MacLean,"An alternate cover for this isbn can be found here.HELL IS ABOUT TO BE UNLEASHED…Five strands of high-voltage wire, 200 yards of bare ground and double barbed wire fences patrolled by armed guards with dogs separated Mordon Research Centre from the outside world.Yet behind the locked doors of E block, a scientist lies dead, and a new toxin of terrifying power has vanished…",224 pages,476,818,776,156,20,https://images.gr-assets.com/books/1348695582l/3214291.jpg
18689642,2.93,15,2,The Hound of Florence,,Felix Salten,"It’s a dog’s life for a boy when he magically turns into a hound in this classic story from the author of Bambi.On a routine walk through the streets of his hometown of Vienna, Lucas Grassi sees an archduke’s coach. He can’t help but wish he was rich and powerful and leaving the dark city behind. And when he sees the archduke’s faithful dog running alongside, he wishes he
It’s a dog’s life for a boy when he magically turns into a hound in this classic story from the author of Bambi.On a routine walk through the streets of his hometown of Vienna, Lucas Grassi sees an archduke’s coach. He can’t help but wish he was rich and powerful and leaving the dark city behind. And when he sees the archduke’s faithful dog running alongside, he wishes he could just be the dog and be free from his everyday life.And then his wish comes true: Lucas does become the dog. Every other day he switches from his normal body to that of the archduke’s canine companion. Soon he learns the dog is treated badly and the archduke is not a nice man. Lucas decides he’ll do anything to reverse his wish…if only he knew what to do!Felix Salten’s tale of a wish gone awry is brought back to life in this beautiful repackage.
...more",288 pages,1,5,4,2,3,https://images.gr-assets.com/books/1403348174l/18689642.jpg
896726,3.86,93,12,Elephant Walk,,Robert Standish,"Reprint. Originally published: 1st American ed. New York: Macmillan, 1949.",278 pages,23,42,21,6,1,https://images.gr-assets.com/books/1394323004l/896726.jpg
3761,3.75,10629,492,You Only Live Twice,(James Bond (Original Series) #12),Ian Fleming,"The tragic end to James Bond’s last mission—courtesy of Ernst Stavro Blofeld—has left 007 a broken man and of little use to the British Secret Service. At his wit’s end, M decides that the only way to snap his best agent out of his torpor is to send him on an impossible diplomatic mission to Japan. Bond’s contact there is the formidable Japanese spymaster Tiger Tanaka, who
The tragic end to James Bond’s last mission—courtesy of Ernst Stavro Blofeld—has left 007 a broken man and of little use to the British Secret Service. At his wit’s end, M decides that the only way to snap his best agent out of his torpor is to send him on an impossible diplomatic mission to Japan. Bond’s contact there is the formidable Japanese spymaster Tiger Tanaka, who agrees to do business with the West if Bond will assassinate one of his enemies: a mysterious Swiss botanist named Dr. Guntram Shatterhand.Shatterhand is not who he seems, however, and his impregnable fortress—known to the locals as the “Castle of Death”—is a gauntlet of traps no gaijin has ever penetrated. But through rigorous ninja training, and with some help from the beautiful and able Kissy Suzuki, Bond manages to gain access to Shatterhand’s lair. Inside lurks certain doom at the hands of 007’s bitterest foe—or a final chance to exact ultimate vengeance.
...more",214 pages,2384,4071,3400,662,112,https://images.gr-assets.com/books/1426793735l/3761.jpg
3314204,3.79,33,8,Merton of the Movies,,Harry Leon Wilson,"Fiction. Ever since its debut in the Saturday Evening Post in 1919, MERTON OF THE MOVIES has delighted book and film lovers alike and is considered one of the first real Hollywood novels. Filled with lighthearted film parodies, glimpses into a bygone Hollywood era, and a likable main character, it is easy to understand why MERTON OF THE MOVIES inspired an often-revived Bro
Fiction. Ever since its debut in the Saturday Evening Post in 1919, MERTON OF THE MOVIES has delighted book and film lovers alike and is considered one of the first real Hollywood novels. Filled with lighthearted film parodies, glimpses into a bygone Hollywood era, and a likable main character, it is easy to understand why MERTON OF THE MOVIES inspired an often-revived Broadway play, several films, and a brand new radio play. It was included in Lawrence Clark Powell's famous list of thirty California classics.
...more",335 pages,8,15,6,3,1,https://images.gr-assets.com/books/1347648588l/3314204.jpg
681986,3.62,311,30,Eye of the Beholder,,Marc Behm,"The Woman. She's beautiful, and seductive, and as shifting as a shadow. Her name, her appearance, and her victims are forever changing. There is only one constant in the woman's life: her chilling motive. . . .The Eye. A private investigator, driven and obsessed. A desperate loner with secrets of his own. His job? To follow the woman. But catching her is the last thing on
The Woman. She's beautiful, and seductive, and as shifting as a shadow. Her name, her appearance, and her victims are forever changing. There is only one constant in the woman's life: her chilling motive. . . .The Eye. A private investigator, driven and obsessed. A desperate loner with secrets of his own. His job? To follow the woman. But catching her is the last thing on his mind. He likes to watch. And the closer he gets, the more dangerous his fantasy becomes. . . .
...more",192 pages,79,100,79,40,13,https://images.gr-assets.com/books/1387737975l/681986.jpg
30597,3.99,152105,3926,The Hunchback of Notre-Dame,,Victor Hugo,"This extraordinary historical novel, set in Medieval Paris under the twin towers of its greatest structure and supreme symbol, the cathedral of Notre-Dame, is the haunting drama of Quasimodo, the hunchback; Esmeralda, the gypsy dancer; and Claude Frollo, the priest tortured by the specter of his own damnation. Shaped by a profound sense of tragic irony, it is a work that g
This extraordinary historical novel, set in Medieval Paris under the twin towers of its greatest structure and supreme symbol, the cathedral of Notre-Dame, is the haunting drama of Quasimodo, the hunchback; Esmeralda, the gypsy dancer; and Claude Frollo, the priest tortured by the specter of his own damnation. Shaped by a profound sense of tragic irony, it is a work that gives full play to Victor Hugo's brilliant historical imagination and his remarkable powers of description.
...more",510 pages,54215,54135,33851,7625,2279,https://images.gr-assets.com/books/1388342667l/30597.jpg
32831,4.1,38813,1405,The Mysterious Island,(Captain Nemo #2),Jules Verne,"Five Union prisoners escape from the siege of Richmond in a balloon, are blown off course and crash on an uncharted island. They must learn to rebuild a society for themselves while awaiting rescue.",723 pages,15786,13433,7606,1539,449,https://images.gr-assets.com/books/1388278046l/32831.jpg
58314,3.79,25760,1566,The Elementary Particles,,Michel Houellebecq,"An international literary phenomenon, The Elementary Particles is a frighteningly original novel–part Marguerite Duras and part Bret Easton Ellis-that leaps headlong into the malaise of contemporary existence.Bruno and Michel are half-brothers abandoned by their mother, an unabashed devotee of the drugged-out free-love world of the sixties. Bruno, the older brother, has be
An international literary phenomenon, The Elementary Particles is a frighteningly original novel–part Marguerite Duras and part Bret Easton Ellis-that leaps headlong into the malaise of contemporary existence.Bruno and Michel are half-brothers abandoned by their mother, an unabashed devotee of the drugged-out free-love world of the sixties. Bruno, the older brother, has become a raucously promiscuous hedonist himself, while Michel is an emotionally dead molecular biologist wholly immersed in the solitude of his work. Each is ultimately offered a final chance at genuine love, and what unfolds is a brilliantly caustic and unpredictable tale.Translated from the French by Frank Wynne.
...more",272 pages,7251,9743,5795,2046,925,https://images.gr-assets.com/books/1403180525l/58314.jpg
30935,3.78,9342,865,The Loved One,,Evelyn Waugh,"Following the death of a friend, British poet and pets' mortician Dennis Barlow finds himself entering the artificial Hollywood paradise of the Whispering Glades Memorial Park. Within its golden gates, death, American-style, is wrapped up and sold like a package holiday. There, Dennis enters the fragile and bizarre world of Aimée, the naïve Californian corpse beautician, a
Following the death of a friend, British poet and pets' mortician Dennis Barlow finds himself entering the artificial Hollywood paradise of the Whispering Glades Memorial Park. Within its golden gates, death, American-style, is wrapped up and sold like a package holiday. There, Dennis enters the fragile and bizarre world of Aimée, the naïve Californian corpse beautician, and Mr Joyboy, the master of the embalmer's art...A dark and savage satire on the Anglo-American cultural divide, The Loved One depicts a world where love, reputation, and death cost a very great deal.This is an alternate cover edition: https://www.goodreads.com/book/show/3....
...more",127 pages,2281,3668,2610,623,160,https://images.gr-assets.com/books/1168160079l/30935.jpg
