imdbid,reviewid,review
tt0276751,172,
tt0276751,173,"I tried reading a couple of Nick Hornby books, and found them to be, invariably, tedious. I watched about 20 minutes of ""High Fidelity"", and turned it off in a state of boredom and irritation. So the DVD of ""About A Boy"" didn't encourage high hopes.

So I watched it twice. It's not just that Grant and Collette and Hoult are so brilliant in their roles. It's the mix of comedy and genuine pathos, the identification with the characters, the mix of laughter and tears, the feeling of being stunned at the restaurant scene when Grant, humiliated, lets loose with the truth while the boy watches, astounded - so many riveting scenes, so much exceptional dialogue.

I loved this film - a 10/10"
tt0276751,174,
tt0276751,175,"I am an A-level student and am researching into films with the theme 'mothers in film'. I need anybody to post their views on how mothers are shown in this film, or just anything that anyone would like to say about mothers in this film, whether you have experienced something similar or anything! The information you provide will be used in an exam so you could help me get an A! So if you have anything to say about the theme of mothers in this film, it would be greatly appreciated. It must have some relevance to this film. If you're interested in helping me, then just comment. I am also looking at the same theme in the films 'The Mother' and 'Tadpole' so if you have seen these films and would like to comment on them, please feel free! Thank you."
tt0276751,176,"A quirky film that reminded me slightly of films like Rushmore and The Royal Tenanbaums, but more down to earth and realistic than those two. The dark humor is laugh-out-loud and clever. The sad scenes make you want to cry. I've never cared for Hugh Grant in the past because he usually plays a smirky arrogant character, but his acting in About A Boy blows away everything else he's ever done. Toni Collette's suicidal character was a bit over the top but everyone else in the film did a superb job. The musical score by Badly Drawn Boy oddly fits, reminding me of Cat Stevens' 1970s soulful musings. The boy who plays Marcus was adorable without being fakey or cloyingly sweet...he was just the right touch. Definitely worth seeing!"
tt0276751,177,
tt0276751,178,"Not entirely faithful to Nick Hornby's great book, but is a huge improvement on its messy ending and perfectly judges and re-creates the book's theme of friendship in a funny and deeply moving way. The film manages to deal with suicide and relationships of all kinds in a believable and honest way. The film focuses on the relationship developed between immature and selfish thirty-something Will and mature and naive twelve year old Marcus. Hugh Grant excels in his finest role as Will and brings humour and emotion to his emotionally immature character. Nicholas Hoult is impressive as Marcus, carrying almost the entire emotional weight of the film with ease. Toni Collette and Rachel Weisz provide excellent supporting turns but are slightly overshadowed by Grant and Hoult. The film features intelligent and sensitive direction from Chris and Paul Weitz that brilliantly captures both humour and emotion without being maudlin or ruining the book's very British identity. Badly Drawn Boy's soundtrack is sensitive, compelling and never intrusive, simply adding power and emotion to the actor's performances. This is a truly great film that is entertaining and touching in equal measure."
tt0276751,179,"Hugh Grant starts this movie as the kind of guy most people would kill to be like: someone that doesn't have to work for money, ever, has all the time in the world and no personal or emotional attachments other than his breeder sister that he sees only occasionally. He sticks with the John Milton motto of ""Every man is an island"" and feels rather content about it, shagging women as he goes along.

In the end, though, he realizes that he has accomplished nothing in his life, that he needs other people and the emotions associated with them and everything ends happily. Or does it? :)

The movie is filled with good British humour, sarcastic and powerful, funny situations and the kind of feeling that gets you to smile during the entire film. I do despise the moral, but at least it is not soapy. It is perfect to watch with the girlfriend and even a tight bunch of guys would appreciate the movie."
tt0276751,180,"Judging from the box cover from the DVD, and from the first 30 minutes of watching this movie, I knew it would be a lame movie.

How wrong I was. This is a very well-directed movie. I suspect the target audience who will appreciate this movie will either have children, or be at least 30 years old.

I would not have appreciated this movie when I was 25 years old.

This movie is surprisingly well-directed. The acting is very good, with characters coming into the story that can make you believe this story is an actual documentary. But it's not.

I won't give away any of the story, as it's well worth learning on your own.

But I am a bit surprised that this movie is rated PG-13. While it mostly fits into this category, it does have scenes which only an older audience who has experienced love and/or a man who is a late-in-life ""Player"" mentality. The topics of sex, which the main male character seemingly sugar-coats over the real cravings of an adult, will probably be lost on the younger crowd, if not deemed inappropriate for the younger crowd.

The discussion boards for this movie have proved this. But for the right audience, this movie is surprisingly well done, despite the cheezy box cover for the DVD and the first half hour."
tt0276751,181,"The first time I saw this film I just bought it because it was on sale, and because I like Hugh Grant. Now I'm glad I did because this was a ""bloody"" good film!!!!! LOL!!!!!!! Anyways the whole point to this movie is about a young boy and a man. In a way I guess you can say that they needed each other. The young boy (Marcus) is going through a rough time at both home and school. He has a mentally ill mother and a tough time at school because everybody judges him because he's a little strange. Now the man (Will) is a low life with a great house. He has no job and he loves women. He trys to meet younger women by a club called SPAT (Single Parents Alone Together) because he thinks most of the good looking women are parents. He mets a women there and from her he meets Marcus. And they go through the roughest times together. I love this movie a lot and the meaning of it. It's great to see with your loved ones and good friends. Great laughs. Loud cries."
tt0276751,182,
tt0276751,183,
tt0276751,184,"There were several aspects that made me appreciate this movie despite my personal reluctance to commend comedies of similar arrangements.

First of all I found the inner monologues of the two main characters an inventive and unusual feature. This added to the comedy aspect and caused hilarious scenes. In addition it added depth to the characters themselves, which is something comedies of this sort normally lack. To put this into the right perspective, some of the thoughts we are presented with are rather artificial, but still, the approach itself and its effect on the storyline is something that needs to be appreciated.

The plot is modest, but has some unexpected strengths. I was frankly surprised about the mix of realistic challenges of life and the comedy aspects, as I thought the latter would be the movie's emphases. However, they were in balance - the movie dealt with real problems many members of the audience are probably able to relate to. The comedy was sometimes too artificial, but it seems to have worked in this case.

Hugh Grant and his attitude towards life is one major theme, Nicholas Hoult's portrayal of Marcus the second prevailing one. The movie then focuses on these two characters and makes them influence each other - which leads to interesting changes and challenges for the protagonists, and that is what puts this movie above the ordinary.

I generally do not like Hugh Grant's humor. Here again he seems a bit uncomfortable as Nicholas' partner. He kind of aces his comedy parts with his very own sense of entertaining the audience, but as soon as it comes to difficult scenes demanding more than superficial acting, he seems - yeah, a bit uneasy.

Nonetheless, considering the general lack of sophistication comedies such as these aim at, this movie is an improvement. The father-son relationship which is subtly addressed lacks real emotional depth - again something which accrues from the movie's arrangement as a comedy - but is decent to watch and carries some messages.

I personally like Hugh Grant's philosophy of life - something many male singles will be able to relate to somehow - and the way he justifies his attitude. The changes which happen after he has encountered Marcus make this movie worthwhile, as they entail a character development and some messages of life.

'No man is an island' - Marcus' last words and his face as the closing scene made me appreciate this movie as a whole, because it really made its way off the corny trash and has managed to mix comedy with sincere issues of life - something hard to find."
tt0276751,185,"I was skeptical of this movie having read the book some years ago. Firstly I had seen High Fidelity the movie based on another of Hornby's books and was very disappointed. Secondly I had a mild allergy to Hugh Grant who previously had seemed only capable of playing the same helpless, foppish character in every movie. The kind of character that women allegedly find adoring on screen, but if you were ever to act that way in reality they would beat you senseless with a frying pan after an hour.

Imagine my surprise then when I was treated to this absolutely stunning movie. Hugh Grant finally proved that he can act and does a stunning job in a new type of character. Likewise the ""boy"" is excellent as are all other actors. This movie is totally engrossing and hugely entertaining while still tackling difficult subjects like growing up and trying to fit in at school while you have problems at home. It combines serious issues but also some very amusing scenes as well. The pacing is perfect and the music compliments the atmosphere admirably.

There is no other movie that I have ever watched as many times as I have this one. Every time I enjoy it and marvel at it. I am totally unable to criticise it as the whole thing meshes to a very, very satisfying piece of work. Certainly one of my favorites, up there in the company of 12 Angry Men, The Usual Suspects and other excellent movies."
tt0276751,186,"I loved this movie. I almost fell off my chair when i learned that the creators of ""American pie"" made this! Wow!

Suddenly the writers, director, producers decided to focus on some pithy truths and some lovely characters. I also laughed hysterically, especially when Grant's character can't even attempt doing philanthropic work without turning it into another opportunity to hit on a woman - a woman he hasn't even seen yet, he's so overzealous.

Hugh Grant, who i have always found attractive, absolutely outdid himself. He showed a person with a lot more going on in his brain than trying to seduce all the women of the world with his looks. He was perfect in this role (maybe too perfect, eh?) as a pathetic,shallow man but who finds he is capable of so much more.

it is brilliant that a child comes along to rescue him, to show him the way to love, that the movies depicts love in our difficult times. It was the love in the movie that moved me.

it seems that the filmmaker has gone through a similar metamorphosis going from shallow themes to this! Applause!!!!!!!! I'll give him a nine so if the director reads this, it won't go to his head giving him a ten."
tt0276751,187,"This movie is a great. Hip, smart, but heartwarming, About A Boy is the tale of Will, an English womanizer who will do literally anything to get women. In the course of these endeavors, he meets Marcus, a troubled boy with a hippy vegan single mother. As their friendship develops they teach each other something about love, friendship, family, and how to love and be loved is the most important thing on earth.

Hugh Grant is superb as Will. This character could have been written with him in mind. His dry wit and comic timing will have you laughing. Toni Collette (The Sixth Sense, Emma) shines as Marcus' mother, a clinically depressed single mum struggling to stay sane for her son. The young Nicholas Hoult is a natural as Marcus, a lonely school outcast wiser than his years.

The music, performed by British band Badly Drawn Boy is excellent, the soundtrack standing on it's own as a must-have album. Definitely a film worth adding to the shelf."
tt0276751,188,"Hugh Grant has become famous with his typical roles in comedies like for instance ""Bridget Jones's Diary"", ""Notting Hill"", ""Four Weddings and a Funeral"" and in a way this is once again such a movie. So I guess, if you liked him in the movies that I previously mentioned, than you should give this one a try as well. If not, than you better leave it alone.

This time, Grant plays the role of Will. Will is a hip guy who lives on his own in a nice loft in London, who drives a fancy car, who wears pretty clothes and who doesn't have to work because he lives of the royalties from a Christmas song his dad once wrote, and what's even better for him: he doesn't have a family to take care of... And then he thinks of a new tactic to pick up single women. He'll go to a self-help group for single parents where he, while passing himself for a single dad (which he isn't of course), can meet a lot of young single mothers, all very eager to become his next sexual object. But Will's hope of staying a bachelor for the rest of his life is interrupted when he meets the 12-year old Marcus, a very uncool kid that will eventually teach him how to grow up as he teaches the kid to be cool...

In a way this is a very typical Grant movie. I wouldn't even be surprised if someone told me that this movie was written especially for him. And it has to be said, he does a nice job. It's all rather predictable of course and you know what will happen most of the time, but that doesn't mean the movie isn't any good. I really liked Grant as the eternal bachelor and all other actors did a nice job as well. That's why I give this movie a 7/10."
tt0276751,189,"About a boy is a very good comedy. Normally I only laugh at comedy films either when I'm with my friends or watching a real hilarious movie (Airplane, Meet the Parents). But this film didn't have that bad jokes. They were very subtle. You had to have seen the previous scene. If not, there's no point in watching the rest of the film. Hugh Grants' character was very well chosen. He was like a college boy, but a little bit more mature. The little kid Marcus was also well chosen (especially the hair due).

To sum everything up, it's not a movie to watch alone with a lot of concentration, but it is still a high quality picture.

Now you don't see that anymore these days."
tt0276751,190,"About a Boy is a story about Will who lives off his father's fortune. He's in your face rude, and hilariously funny at the same time. He has no care for any other people, and all he's really interested is getting beautiful single moms to go out with him. To do this, he must pretend to have a son of his own...which leads to hysterical situations. Marcus is a kid going to a private school where no one wants to be his friend. His mom is really Depressed, and nothing seems to be going right in this kids life. Of course, then from some twist of fate, Marcus and Will meet. They are complete opposites, but they find that they can help each other. About a Boy is a cute movie, recommended for all ages over thirteen. There is some rather harsh English language, but overall, this movie would be in my top ten."
tt0276751,191,"Hugh Grant has had a very good streak of being in the good English Movie and this one also lie in that category. In fact, this movie is so good that it might be put on top of the categories.

After inherit a large sum of fortune from his Singer/Song Writer father, Will (Hugh) decides to do nothing with his life. His dairy routine is tried to get a date with single mom. That is his life until one day he got introduce to one strange young boy who change his life around and vise versa for the boy.

This movie have shown a great chemistry between the two very different characters, and the most special of all it is very interesting and flawless. The flows of the movie sail out very smoothly till the very end, the directing and lighting is very delightful, the acting is great; especially the British accents.

Over all this is a very complete romantic comedy with a very charming casts that it is hard to dislike it.

Recommendation: One Of The Best Romantic Comedy.

Rating: 8.5/10 (Grade: A-) Thank You, For Reading !!!"
tt0276751,192,"When I rented this movie I had absolutely no idea what this film was about. Even though the title clearly told me it was About A Boy. However, the movie quickly evolves into a good and well written film.

Being a huge fan of Hugh Grant I of course was encouraged to check out this film. Hugh Grant delivers another classic humorous performance. He plays a selfish man who lives all by himself and does nothing for a living. They aren't kidding when they say nothing. After getting rich off of this father's one hit wonder song, Will (Grant) never had any inspiration to do work in life. He just searches around aimlessly for some type of romance. One day, he meets a lady who is a single parent. Will soon discovers that single mothers are great people to date. Not only are they good people, but also they are vulnerable. In a desperate attempt to find more single mothers, Will visits a single parents club. At this group he lies to many of these mothers by telling them he has a child. Eventually he gets a date with a women there who introduces him to her friends son named Marcus, a scrawny 12 year old boy. Marcus takes comfort in Will when his mother loses it, creating a bonding friendship between Will and Marcus.

What's charming about this film is the fact that thirty something and a 12 year old are able to become such great friends. The whole thought of it sounds a bit crazy but thats what really helps to bring this film to life. Along with great writers as well as great performances from Hugh Grant and from NIcholas Hoult (Marcus) So overall I would recommend this film to anybody who enjoys a good heartwarming comedy."
tt0276751,193,"When I heard what this film was about first it didn't seem that appealing to me as a comedy. A bachelor in his 30's living in London, England. Who spends his days enjoying himself and deciding the next party he should attend and with who. His life is then interrupted by an unwelcome 12 year old boy Marcus who wants to be his friend and this is where the story matures. Least to say I was pleasantly surprised after seeing this film only disappointed by the fact I didn't get to see it in the cinema with the addition of the crowd's laughter.

Hugh Grant plays Will the irresponsible big kid in the movie that is most likely the envy of most men out there. With this character I think this is where Grant shines as an actor in the perfect part for him, a dry witted bachelor who is afraid of commitment but still gets to go out with nice ladies and have lots of cool big boy's toys in his spacious well equipped apartment. Think American Psycho without the killings.

There is one feature in the film that I particularly do not like which made me realize, how important it is to choose the right 'Music' for a film. Most of the music in the film is done by 'Badly Drawn Boy' although not particularly bad when heard once but it is played throughout the whole film. It is suited to some scenes but there could have been a little variety.

Even though the film does have strong themes about growing up and taking responsibility, it never gets too serious to take you out of a giddy mood.

This is highly recommended for Hugh Grant fans and anyone who enjoyed 'Four weddings and a funeral'.

8* out of 10"
tt0276751,194,"Normally I'm not a huge fan of Hugh Grant. He seems to play the same role again and again. His plumby accent also promotes a sort of stereotype for British people, which is pretty unfair - take the divine Sean Bean for a grittier model.

There are two films in which I have been impressed by Hugh Grant. One is B J's diary - he seems to ring truer playing a nasty character. The other is in this film. In About A Boy, he is a lazy b*****d with few morals - the kind of person with more money than they deserve who annoys the rest of society, unless he's buying something expensive from your shop. Alone, this portrayal would be amusing. But what makes About A Boy great is the other characters in combination with this one. It is the relationship with the child, and to some extent his mother, which really provides the bewitching charm.

8 out of 10. Ko, Izzy."
tt0276751,195,"I sat down to watch this at home on cable (while doing something else like I usually do with cable movies) with no expectations having read or seen so little about it years ago I'd forgotten it all. I wasn't immediately grabbed, but found myself totally wrapped up in it and had forgotten all about whatever else I was doing.

I just watched it again and find it completely satisfying - I don't find it hilarious, but the jokes/lines are like ""inside jokes"" in that they remind me of personal memories I wouldn't want to share all the time...and find myself smiling and laughing at them instead of cringing!

well acted, thoughtful and a movie I may buy just to have it around to make me smile.

and the soundtrack is tremendous - buying it definitely!"
tt0276751,196,"It's rather like looking into a mirror. What we see, like or dislike in him may be what we see, like or dislike in ourselves.

It's a rare trait to have, and Hugh Grant seems to possess it in abundance. No particular point of view. No special ambition. No burning agenda.

Thus his role in ""About a Boy"" is ideal for this fine actor. Grant perfectly plays this vapid, irresponsible playboy, who fortunately realizes his own lack of character and grows in the enactment.

He has help from other characters with whom he comes in contact, including a boy and some single-parent moms. While the growth may be minimal, there's some progress, and the promise of future pleasantries with a congenial groupie.

Like his role in ""Notting Hill,"" the feel of this comedy drama's light as a souffle, yet constantly buoyed by Grant's unique persona and neat direction by Chris and Paul Weitz (memorable from ""Chuck and Buck"").

""About a Boy"" may seem lightweight, yet notice how it holds the attention straight through to its consonant conclusion."
tt0276751,197,"Strangely enough, this modestly produced film is one of the most original recent films. Most comedies fit into some other genre (Romantic, ""Dumb,"" etc.) but this one doesn't. The closest it gets is romantic comedy, but that doesn't even fit. Also, the writer of the book, Nick Hornby, helped with the movie, which has had some great changes, namely a much better ending than in the book.

Hugh Grant is at his best here, as a very cynical bachelor of about thirty named Will who doesn't have the pressure of work upon him, thus devoting all his time to women. He kind of reminds me of a high school student. Being the ""Love them and leave them"" type, he has had his share of breakups. Then he dates a single mum. Just as he's about to break up with her, she breaks up with him! As Will puts it, ""Guilt free parting."" Thus, Will is on an endless search for single mums. Through this search he meets Marcus, a schoolboy has trouble being a boy, played by Nicholas Hoult.

""About a Boy"" says quite a lot, if you manage to catch it, and is one of the funnier non-""Dumb"" comedies out there, (curiously enough, directed by the brothers who gave you ""American Pie."") and it's overall quite enjoyable to watch. Grant and Hoult are hilarious together, with their extreme character contrasts. A thousand word review can hardly do it justice."
tt0276751,198,"I first saw this movie while on a business trip to Chattanooga. I needed to finish up some work on a presentation I was making the next day and there was nothing on TV, so I decided to splurge and rent an On-Demand movie. Most of the movies I had either seen, or had no interest in seeing and just as I was about to turn it off, I came across About A Boy. I hadn't heard much buzz about the movie and I'm not a fan of Hugh Grant, but for reasons unknown to me, I rented it.

I was expecting another one of Hugh Grant's saccharine romantic comedies where he plays a charming befuddling fop as he's done ad nauseam since Four Weddings And A Funereal. Granted, I liked Four Weddings immensely, but by Notting Hill I'd had my fill. Much to my surprise, Grant was playing a completely different character and was clearly attempting to break his mold. He'd done that once before in Bridget Jones' Diary, where he played a jerk, but now he was taking it in another direction entirely. It's a refreshing and more importantly interesting change.

But this movie isn't all about Hugh Grant's character Will. His co-star is new comer Nicholas Hoult, who plays the boy Marcus and he carries his own. Ultimately, the movie is about both of them, and so Hoult has the responsibility of carrying half the weight of the movie and he does a splendid job. Rounding out the cast is Toni Collette and Rachel Weisz, each do an excellent job as well. Suffice to say that the casting for this movie is brilliant. Each character is fully developed and rich with complexity and emotion. I bought each and every one of them. Not once did I feel that there was a weak link in the bunch. That's also surprising because this type of movie is hard to pull off.

So what kind of movie is this? At it's heart, this movie is a comedy. That being said, with subject matter such as suicide, it is most definitely a drama as well. That's a fine line to walk in a film but Weitz Brothers deftly manage to pull it off. Granted their movie is based on the Hornby book by the same name, so they had a rich palette to begin with, but the brothers clearly rose to the challenge and created a fantastic movie. There have been plenty of good books that have been butchered at the box office and Boy is a rare exception. There's no cliche' choices made by the characters and the director's did a great job at staying true to the tone of the book. Chris and Paul also stretched themselves with their camera work and it pays off. If you're into `film' there's a lot to chew on between the use of jump cuts, depth of focus and swing shots. None of this gets in the way of the movie. If anything these camera techniques add to the performances and help tell the story.

Interweaving it's way throughout the movie and in some cases almost playing a role in the film, is the music and it is spot on. All the music was written by Badly Drawn Boy specifically for this movie. I was not familiar with the artist prior to seeing the film, but the director's couldn't have made a better choice. Although each song stands on it's own on the soundtrack, each song also easily blends into the scene and lends a hand in creating just the right tone for the movie. After listening to the soundtrack, I could imagine it as simply a regular artist release, so it stands on it's own. Yet when it's worked into the movie it's pure gold.

So why do I like it so much? I'd like to think that I'm not alone in this, but it's because I can relate to the movie on so many levels. There are so many scenes that I could describe, but in the end I would be retelling the entire movie. Every scene has something in it that is worth watching again and again. I can relate to Marcus as he's picked on in school, tries to cope with his mother's depression and ultimately knowingly faces complete and utter embarrassment as a last ditch effort to make his mother happy. The names and places have been changed to protect the innocent, but I've been there. Then there's Will who has to finally face his demons and his father's legacy in order to join the human race and be a part of other peoples lives. Although not an exact context, I've been there in one way shape or form.

Surprisingly, I caught myself watching it again the other day on DVD and it struck me that this movie is now in my Top 10, or dare I say Top 5 movie list. I maybe be borrowing from another fantastic Hornby book/movie High Fidelity, but it's true. It's not Citizen Kane, but it is one of the best movies that takes a funny look at becoming a man through two different people. In trying to describe this movies to others, I've called it `A guy's romantic comedy.' That doesn't really nail it on the head, but I'd like to think that About A Boy, IS a guy's movie. The subject matter may not have Rambo's, or Rocky's, but any guy who can think about something other than sports, or monster trucks should get something from this movie. It's Hugh Grant's best work to date. It's based on a hugely successful book and it's funny as hell. What's not to like?

I give it a 5 out of 5 stars."
tt0276751,199,"Hugh Grant plays Will, a lazy and carefree man who believes he is an island from humanity. His life turns upside down when a geeky boy named Marcus befriends him when he tries to set him up with his depressant, suicidal mother. Throughout his friendship with Marcus, Will discovers that everyone has to have backup in life, even if it means risking it all for someone.

The jokes are witty and cynical and keep the laughs comming. A great scene is when Marcus is in a school concert and Will saves his performance of ""Killing me softly"". The audience of the concert reacts to this with great results. Duck, Will!

About a Boy is a delightful comedy that is bound to be a part of your DVD collection. Check it out!

Grade- B+"
tt0276751,200,"I watched this movie because I was bored out of my mind and it was the only movie that my housemate had that I hadnt already seen.

30mins in...still bored...

However, whereas my initial impressions of the movie may have been guided by the fact that I was already in a state of utter boredom, and the fact that I had resorted to watching a ""chick flik"", this film began to grow on me.

I dislike Hugh Grant movies because his characters seem to be somewhat similar to say the least. This is a general rule, but as a relatively open-minded person, I decided to continue watching. And after a while, I find myself smiling...then came the laughter...then, I had completely forgotten that I was only watching this movie because I was bored.

The best description of this movie is that it is a ""nice"" movie. A movie about a guy who wants for nothing in life, but due to his growing relationship with a boy who is having problems living with his suicidal single mother, Grant's character begins to want for a little more in his empty, lonely life.

Ok, guys, watch the movie with the girlfriend if you like, but it is certainly worth watching. I doubt anyone who watches it from start to finish could say that they truly disliked it.

7/10 (A decent, honest, ""nice"" movie)"
tt0276751,201,"Never read the book so don't know what the original is like. Real, everything told here is painfully real that I flipped over some scene like Fiona's suicide, campus bully on Marcus (Why such an old Latin name? Fits his outfit and precocious filial piety to his mom).

I couldn't feel any ""English humour"" here but a long list of social problems: single parent, over-individualistic society, suicidal parent, lingering depression, campus bully, idle non-needy 30+ (who does nothing in life but not short of funds and still under the wings of his father's music royalties), freezing (or frozen??) human relationship, skeptical love relationship, ephemeral marriages, all very convincing and true.

Will ""Lightman"", well, what a good name for his life is ""blank"" with nothing so it's very ""light"", a light man with no substance (or untapped latent substance, God knows.)

A likable production yet HG as a 38-year-old single never-married man who needs to sneak and tell lies to look for a woman in the ""SPAT"" is entirely unbelievable. A chap with such a nice face and worry-free living can easily pick a woman, Brit or non-Brit (who speaks English) for a long relationship, I just got to know a few in Europe including the UK (in Manchester). Get James Nesbitt or Robert Carlyle to speak in proper Queen's English or Received Pronunciation, pretend to be English, bingo! Hunky blokes just don't work out.

A good flick about a man in his late-30s whose mind finally got blasted to grow by a kid twice junior to his age. A ""come of age"" film about Will."
tt0276751,202,"About a boy (or ""The day of the Dead Duck"", as it's also called in German): A good film which you should watch if you like traditional Hugh Grant films - Four Weddings, Notting Hill etc. The film is based on the essential tenet that man is changeable, which is a shame, as I found the Hugh Grant character at the start of the film rather a role-model. This film mixes a classy Badly Drawn Boy soundtrack together with good acting, good comedy moments (the duck) and a generally ok plot. Only generally ok, though, because of the huge gaps it leaves at certain points. To this end, I found watching the deleted scenes on the dvd useful: do so if you get the chance. That said, the film is not about a boy, it's about a thirtysomething. Not having read the Nick Hornby book, I can't say how true to the book that is. Highly recommendable for innocent, unintellectual fun."
tt0276751,203,"I really enjoyed this film. Hugh Grant is better now he's put his affable clumsiness behind him(for this movie anyway. It's back with a vengeance in Love Actually). It's literary roots were fairly obvious, through the extensive voiceovers, which I felt were a little overdone. Sometimes the dialogue was a little stilted, particularly when Marcus (The Boy) had some 'grown-up' things to say. Otherwise, an enjoyable night out. It's just unfortunate that a film that tries to establish itself as British had to be directed by two Americans, previously responsible for American Pie.

My wife has read the book and says it was completely different, but she still enjoyed the movie nonetheless."
tt0276751,204,"This film was absolutely wonderful. Hugh Grant was at his best once more (as he always tends to be), and Toni Collete was hysterical. At first when I saw it, I thought it was mediocre, but as time went on, it grew on me immensely, and I've come to love it. I'm often laughed at for laughing at this movie while watching it by myself...but you simply can't help it."
tt0276751,205,"""About a Boy"" has the cynical touch of humour and honesty reminiscent to that of ""Birdget Jones' Diary"", which is rightly so as it comes from the same directors. It is the kind of movie that makes one chill out, take time to laugh at oneself and not take life too seriously. Typically well-cast is: Hugh Grant, plays the lead role very appropriatley of a womanising, swanky pushing-forty man, who refuses to grow up and accept any responsibilities, Nicholas Hoult, a relative newcoming child actor, provides a pleasant surprise with his superb performance as the young boy Marcus, and the lovable Toni Collette who plays his eccentric, 'hippy' mother. All in all, ""About A Boy"" is the kind of coming-of-age movie that everyone needs to see once in a while. Delightful, it will appeal to many different people."
tt0276751,206,"I thought this was going to be a romantic comedy, but thank God it wasn't. No cheesy dialouge, ooey gooey feelings or ""Oh, I hope they get together in the ends"". It was hilarious from start to finish, in that great ""why do I feel embarrassed when it's not happening to me"" kinda way.

Hugh Grant was perfectly cast. Only he could make such an unlikeable character strangely likeable. I've loved Toni Colette since ""Muriels Wedding"" and her depressive, if not near psychopathic tendancies portrayed in the movie do not dissapoint. The beautiful Rachel Weiss could have been written into the script a little more, and three cheers for the actor portraying Marcus. I thought I had it bad as a child. I'm not going to ramble on and on like I do for movies that were just awful, because I don't want to ruin any aspect of the movie for someone deciding to rent it. It's definatley worth seeing. Even my boyfriend who groaned when I brought it home was laughing and singing ""Shake yo ass, watch yoself, shake yo ass, show me what your workin with"" by the end of the movie. Skip the crap thats in the theaters right now, and rent ""About a Boy"". :)"
tt0276751,207,"ABOUT A BOY ****

Forever the cynic about the next best movie tag, I was quite undecided about whether to watch this movie. There was Hugh Grant, this little boy I had never seen, and some women who fitted the chick flick criteria perfectly. In the end I backed my better judgement and decided to give the movie a go, but even though Grant was headlining I was still trepidacious. About a Boy is exceptional, in not only its story telling and unravelling of the characters but in its balance between humour, sadness and interesting thought provoking points of view. Grant plays Will, a self indulgent wannabe romeo, who spends his days using up 'units of time' as he puts it. In one of the funniest passages in the movie he describes this concept, and without delving into it too much he believes that he enjoys a perfect balance of relaxation and fun. How can he do this you might ask; easy, you live off the royalties of your father's hit Christmas song. He is convinced in himself, he knows what he is and what he wants to do and his pathway is clear of such daily obstacles like finance, trust, dependance and stress. He is complete. But he's not of course. Deep down he knows the shallowness of such an existance where the innocent daily ritual of watching quiz shows blends into his alter-ego nightlife.

Void of any life variables he exists in his vacuum, until a twelve year old boy uncovers a sinister truth. Will you see has been on the search for available women, and he uncovers a group whereby single mothers go to feel good about themselves and to relieve the stresses of total independence. He is the only male single parent in the group, and soon he weaves a web of deception about his very own son. The women fall for it. He is pleased with his efforts and another lie is notched onto his bedpost. The movie gets going when Will and a mother from the group decide to meet, but she brings along with her the boy of another woman who has been ill. From then on relationships are formed, dissolved, papered over and engineered.

The movie was superb in almost every respect. The directors needn't have looked no further than Grant, for if you want caddish charm and an air of unassured assurance, Grant is your man. He is wonderful throughout. The 'boy' in question is played brilliantly by Nicholas Hoult as Marcus, the son of a hippie type who cannot get to grips with the evolving millenium. He doesn't seem like other kids and sometimes I wondered whether or not the movie would fob me off with another 'the underachieving nobody defeats all in the end' tagline. To a tiny extent it does, but the story remains real and believable to itself which was refreshing. And Toni Collete is also wonderful as Fiona, the depressive mother of Marcus. Their love for each other is evident, but she frets that she cannot give the thing she cherishes the most the best in life. Marcus doesn't mind, he just wants her to be there for him, although the inner rejection she feels for not being the perfect mother is sometimes too much to handle in some harrowing scenes.

All of the other characters also played their parts extremely well. It was an exciting and rivetting movie, that had its fair share of serious moments as well as some brilliantly executed comic scenes. It is also deeply touching, with a sort of refreshing feel good factor that firmly bases itself on reality. By that I mean that not all questions were answered, and that some aspects of life remain troubling. The central combination of Will and Marcus worked splendidly as well. Marcus' naivity and innocence was blended paradoxically with a kind of know how and some semblance of street wise occasionally. Inquisitive and well meaning, the partnership forged between the two was entertaining if nothing else. Watch it if you can, even if at first you have some reservations like me, because About a Boy is a genuinely terrific movie. People grow, find a certain peace with themselves and along the way involve themselves in moments of comedy. An excellent movie."
tt0276751,208,"This was the BEST movie ever! All the characters rock! SEE THIS MOVIE! It was a romantic, funny and wonderful film. Hung and Nickolus were great and they were very well played. I have seen this movie like 10 times and i never get sick of it.......C it now!!!!!!!!!!!!"
tt0276751,209,"After seeing DVD, I think myself is really an Island! Ironically, I have Will's character but poor as Marcus so I must work. If I had a father could write a hit song and gave me legacy, my island will be free for everything; not to pretend I'm easygoing or generosity or modesty or ....socially normal woman! But my true color is hard to hide, Everyday off work, don't know where to go, just went to coffee shop and type my note book. In holidays, I have no idea where to go but only one friend to accompany to go to department store. Or go to see the movie! However, I have no interest to imitate Will to go to single parent party, because men and women are different."
tt0276751,210,"hugh grant is such a delight in this movie and toni colette (sp?) gives a great performance. this is sucha great warm-hearted comedy that has everything we go to the movies for. this is hugh grants best role ever and its full of great laughs and warm-hearted affection. ONE OF THE BEST FILMS OF 2002. my top 5 list:

5.unfaithful 4.star wars:episode 2-attack of the clones 3.about a boy 2.catch me if you can 1.gangs of new york"
